CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full Name,Domain Name,Parent,Customer Priority,Income Level,Education Category,Full Name (cc),Birth Year
20412,Mr.,David,Jackson,"Sunday, October 23, 1977",M,M,david70@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. David Jackson,Adventure Works,No,Standard,Average,Undergrad,Mr. David Jackson,1977
21149,Mr.,Miguel,Diaz,"Wednesday, December 27, 1967",S,M,miguel68@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Miguel Diaz,Adventure Works,No,Standard,Low,Undergrad,Mr. Miguel Diaz,1967
21265,Mr.,Richard,Stone,"Monday, March 13, 1972",S,M,richard102@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Richard Stone,Adventure Works,No,Standard,Average,Undergrad,Mr. Richard Stone,1972
22040,Mr.,Devin,Brown,"Wednesday, October 16, 1974",M,M,devin4@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Devin Brown,Adventure Works,No,Standard,Low,Undergrad,Mr. Devin Brown,1974
22882,Mr.,Charles,Jones,"Sunday, March 5, 1967",S,M,charles6@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Charles Jones,Adventure Works,No,Standard,Low,Undergrad,Mr. Charles Jones,1967
22883,Mr.,Xavier,Morgan,"Sunday, May 14, 1967",S,M,xavier80@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Xavier Morgan,Adventure Works,No,Standard,Low,Undergrad,Mr. Xavier Morgan,1967
22993,Mr.,Xavier,Sanchez,"Sunday, February 20, 1972",S,M,xavier85@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Xavier Sanchez,Adventure Works,No,Standard,Average,Undergrad,Mr. Xavier Sanchez,1972
23006,Mr.,Seth,Lee,"Monday, March 26, 1979",M,M,seth21@adventure-works.com,30000,0,Partial College,Skilled Manual,Y,Mr. Seth Lee,Adventure Works,No,Standard,Low,Undergrad,Mr. Seth Lee,1979
23007,Mr.,Isaac,Sanchez,"Sunday, November 4, 1979",S,M,isaac17@adventure-works.com,30000,0,Partial College,Skilled Manual,Y,Mr. Isaac Sanchez,Adventure Works,No,Standard,Low,Undergrad,Mr. Isaac Sanchez,1979
23011,Mr.,Isaiah,Rivera,"Saturday, April 1, 1978",M,M,isaiah16@adventure-works.com,30000,0,Partial College,Skilled Manual,Y,Mr. Isaiah Rivera,Adventure Works,No,Standard,Low,Undergrad,Mr. Isaiah Rivera,1978
23081,Mr.,Brandon,Powell,"Monday, April 3, 1978",M,M,brandon6@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Brandon Powell,Adventure Works,No,Standard,Average,Undergrad,Mr. Brandon Powell,1978
23082,Mr.,Jonathan,Williams,"Sunday, June 4, 1978",M,M,jonathan63@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Jonathan Williams,Adventure Works,No,Standard,Average,Undergrad,Mr. Jonathan Williams,1978
23093,Mr.,Nathan,Parker,"Monday, March 7, 1977",M,M,nathan30@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Nathan Parker,Adventure Works,No,Standard,Average,Undergrad,Mr. Nathan Parker,1977
23319,Mr.,Luis,Green,"Thursday, October 12, 1978",M,M,luis47@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Luis Green,Adventure Works,No,Standard,Average,Undergrad,Mr. Luis Green,1978
23328,Mr.,Julian,Butler,"Friday, April 4, 1980",M,M,julian16@adventure-works.com,30000,0,Partial College,Skilled Manual,Y,Mr. Julian Butler,Adventure Works,No,Standard,Low,Undergrad,Mr. Julian Butler,1980
23580,Mr.,Ryan,Jones,"Saturday, June 8, 1974",S,M,ryan42@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Ryan Jones,Adventure Works,No,Standard,Low,Undergrad,Mr. Ryan Jones,1974
23584,Mr.,Jason,Evans,"Monday, June 26, 1972",M,M,jason30@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Jason Evans,Adventure Works,No,Standard,Average,Undergrad,Mr. Jason Evans,1972
24234,Mr.,Eduardo,Martinez,"Tuesday, October 16, 1979",S,M,eduardo16@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Eduardo Martinez,Adventure Works,No,Standard,Average,Undergrad,Mr. Eduardo Martinez,1979
24264,Mr.,Richard,Long,"Friday, October 28, 1977",S,M,richard64@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Richard Long,Adventure Works,No,Standard,Average,Undergrad,Mr. Richard Long,1977
24265,Mr.,Seth,Mcdonald,"Tuesday, September 13, 1977",M,M,seth29@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Seth Mcdonald,Adventure Works,No,Standard,Average,Undergrad,Mr. Seth Mcdonald,1977
24275,Mr.,Lucas,Rivera,"Thursday, July 17, 1980",M,M,lucas80@adventure-works.com,30000,0,Partial College,Skilled Manual,N,Mr. Lucas Rivera,Adventure Works,No,Standard,Low,Undergrad,Mr. Lucas Rivera,1980
24344,Mr.,Wayne,Chander,"Friday, June 16, 1967",S,M,wayne18@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Wayne Chander,Adventure Works,No,Standard,Low,Undergrad,Mr. Wayne Chander,1967
24517,Mr.,Brandon,Harris,"Tuesday, June 25, 1974",S,M,brandon34@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Brandon Harris,Adventure Works,No,Standard,Low,Undergrad,Mr. Brandon Harris,1974
24519,Mr.,Carlos,King,"Thursday, June 13, 1974",M,M,carlos47@adventure-works.com,50000,0,Partial College,Skilled Manual,Y,Mr. Carlos King,Adventure Works,No,Standard,Low,Undergrad,Mr. Carlos King,1974
25018,Mr.,Lucas,Robinson,"Friday, February 4, 1977",S,M,lucas32@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Lucas Robinson,Adventure Works,No,Standard,Average,Undergrad,Mr. Lucas Robinson,1977
25025,Mr.,Spencer,Bryant,"Wednesday, December 19, 1979",S,M,spencer20@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Spencer Bryant,Adventure Works,No,Standard,Average,Undergrad,Mr. Spencer Bryant,1979
25094,Mr.,Charles,Thomas,"Wednesday, March 15, 1967",S,M,charles14@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Charles Thomas,Adventure Works,No,Standard,Low,Undergrad,Mr. Charles Thomas,1967
25095,Mr.,Adam,Jai,"Friday, July 14, 1967",S,M,adam28@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Adam Jai,Adventure Works,No,Standard,Low,Undergrad,Mr. Adam Jai,1967
25282,Mr.,Gabriel,Perez,"Thursday, January 10, 1974",S,M,gabriel33@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Gabriel Perez,Adventure Works,No,Standard,Low,Undergrad,Mr. Gabriel Perez,1974
25285,Mr.,Noah,Williams,"Friday, June 2, 1972",S,M,noah58@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Noah Williams,Adventure Works,No,Standard,Average,Undergrad,Mr. Noah Williams,1972
25914,Mr.,Seth,Hughes,"Saturday, April 1, 1978",M,M,seth59@adventure-works.com,30000,0,Partial College,Skilled Manual,Y,Mr. Seth Hughes,Adventure Works,No,Standard,Low,Undergrad,Mr. Seth Hughes,1978
25934,Mr.,Luke,King,"Friday, September 23, 1977",S,M,luke49@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Luke King,Adventure Works,No,Standard,Average,Undergrad,Mr. Luke King,1977
26001,Mr.,Nicholas,Lee,"Saturday, March 25, 1967",S,M,nicholas2@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Nicholas Lee,Adventure Works,No,Standard,Low,Undergrad,Mr. Nicholas Lee,1967
26002,Mr.,Samuel,Walker,"Tuesday, October 3, 1967",S,M,samuel72@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Samuel Walker,Adventure Works,No,Standard,Low,Undergrad,Mr. Samuel Walker,1967
26199,Mr.,Matthew,White,"Sunday, October 6, 1974",S,M,matthew18@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Matthew White,Adventure Works,No,Standard,Low,Undergrad,Mr. Matthew White,1974
26555,Mr.,Jeremy,Perry,"Monday, June 13, 1977",S,M,jeremy25@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Jeremy Perry,Adventure Works,No,Standard,Average,Undergrad,Mr. Jeremy Perry,1977
26803,Mr.,Xavier,Bennett,"Thursday, February 7, 1974",M,M,xavier64@adventure-works.com,50000,0,Partial College,Skilled Manual,Y,Mr. Xavier Bennett,Adventure Works,No,Standard,Low,Undergrad,Mr. Xavier Bennett,1974
27465,Mr.,Seth,Garcia,"Wednesday, October 25, 1978",S,M,seth16@adventure-works.com,30000,0,Partial College,Skilled Manual,Y,Mr. Seth Garcia,Adventure Works,No,Standard,Low,Undergrad,Mr. Seth Garcia,1978
27481,Mr.,Oscar,Gonzales,"Friday, May 27, 1977",S,M,oscar3@adventure-works.com,70000,0,Partial College,Skilled Manual,N,Mr. Oscar Gonzales,Adventure Works,No,Standard,Average,Undergrad,Mr. Oscar Gonzales,1977
27754,Mr.,Marcus,Gonzalez,"Monday, January 14, 1974",S,M,marcus36@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Marcus Gonzalez,Adventure Works,No,Standard,Low,Undergrad,Mr. Marcus Gonzalez,1974
27916,Mr.,Aaron,Carter,"Tuesday, March 19, 1974",S,M,aaron43@adventure-works.com,50000,0,Partial College,Skilled Manual,N,Mr. Aaron Carter,Adventure Works,No,Standard,Low,Undergrad,Mr. Aaron Carter,1974
27919,Mr.,Ryan,Lal,"Friday, October 20, 1972",S,M,ryan33@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Ryan Lal,Adventure Works,No,Standard,Average,Undergrad,Mr. Ryan Lal,1972
28093,Mr.,Brad,Kumar,"Sunday, February 26, 1978",M,M,brad7@adventure-works.com,30000,0,Partial College,Skilled Manual,N,Mr. Brad Kumar,Adventure Works,No,Standard,Low,Undergrad,Mr. Brad Kumar,1978
28099,Mr.,Jesse,Turner,"Friday, October 6, 1978",M,M,jesse29@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Jesse Turner,Adventure Works,No,Standard,Average,Undergrad,Mr. Jesse Turner,1978
28865,Mr.,Alex,Reed,"Saturday, January 5, 1974",M,M,alex24@adventure-works.com,50000,0,Partial College,Skilled Manual,Y,Mr. Alex Reed,Adventure Works,No,Standard,Low,Undergrad,Mr. Alex Reed,1974
28866,Mr.,Aaron,Adams,"Tuesday, February 5, 1974",S,M,aaron48@adventure-works.com,50000,0,Partial College,Skilled Manual,Y,Mr. Aaron Adams,Adventure Works,No,Standard,Low,Undergrad,Mr. Aaron Adams,1974
28868,Mr.,Jason,Chen,"Wednesday, February 6, 1974",M,M,jason23@adventure-works.com,50000,0,Partial College,Skilled Manual,Y,Mr. Jason Chen,Adventure Works,No,Standard,Low,Undergrad,Mr. Jason Chen,1974
28870,Mr.,Brian,Watson,"Monday, March 13, 1972",M,M,brian12@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Brian Watson,Adventure Works,No,Standard,Average,Undergrad,Mr. Brian Watson,1972
29077,Mr.,Blake,Henderson,"Wednesday, November 23, 1977",S,M,blake52@adventure-works.com,70000,0,Partial College,Skilled Manual,Y,Mr. Blake Henderson,Adventure Works,No,Standard,Average,Undergrad,Mr. Blake Henderson,1977
11022,Mr.,Ethan,Zhang,"Thursday, October 12, 1978",M,M,ethan20@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Ethan Zhang,Adventure Works,No,Standard,Low,Undergrad,Mr. Ethan Zhang,1978
11023,Mr.,Seth,Edwards,"Wednesday, October 11, 1978",M,M,seth46@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Seth Edwards,Adventure Works,No,Standard,Low,Undergrad,Mr. Seth Edwards,1978
11155,Mr.,Hunter,Robinson,"Monday, January 26, 1976",S,M,hunter50@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Hunter Robinson,Adventure Works,No,Standard,Low,Undergrad,Mr. Hunter Robinson,1976
11160,Mr.,Maurice,Tang,"Tuesday, January 8, 1974",S,M,maurice4@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Maurice Tang,Adventure Works,No,Standard,Low,Undergrad,Mr. Maurice Tang,1974
11162,Mr.,Chase,Cox,"Tuesday, March 5, 1974",S,M,chase10@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Chase Cox,Adventure Works,No,Standard,Low,Undergrad,Mr. Chase Cox,1974
11163,Mr.,Gabriel,Wang,"Friday, December 20, 1974",M,M,gabriel21@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Gabriel Wang,Adventure Works,No,Standard,Low,Undergrad,Mr. Gabriel Wang,1974
11164,Mr.,Devin,Brooks,"Sunday, May 5, 1974",S,M,devin63@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Devin Brooks,Adventure Works,No,Standard,Low,Undergrad,Mr. Devin Brooks,1974
11926,Mr.,Eduardo,Foster,"Saturday, March 18, 1978",S,M,eduardo60@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Eduardo Foster,Adventure Works,No,Standard,Low,Undergrad,Mr. Eduardo Foster,1978
12040,Mr.,Richard,Torres,"Wednesday, August 18, 1976",M,M,richard85@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Richard Torres,Adventure Works,No,Standard,Low,Undergrad,Mr. Richard Torres,1976
12043,Mr.,Carson,Patterson,"Saturday, September 21, 1974",M,M,carson9@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Carson Patterson,Adventure Works,No,Standard,Low,Undergrad,Mr. Carson Patterson,1974
12045,Mr.,Luis,Russell,"Tuesday, June 25, 1974",S,M,luis19@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Luis Russell,Adventure Works,No,Standard,Low,Undergrad,Mr. Luis Russell,1974
13052,Mr.,Jared,Morris,"Tuesday, November 11, 1975",S,M,jared20@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Jared Morris,Adventure Works,No,Standard,Low,Undergrad,Mr. Jared Morris,1975
13053,Mr.,Vincent,Lu,"Friday, May 16, 1975",S,M,vincent11@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Vincent Lu,Adventure Works,No,Standard,Low,Undergrad,Mr. Vincent Lu,1975
13054,Mr.,Bryce,Ward,"Wednesday, September 17, 1975",M,M,bryce11@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Bryce Ward,Adventure Works,No,Standard,Low,Undergrad,Mr. Bryce Ward,1975
13163,Mr.,Noah,Lopez,"Tuesday, March 9, 1976",M,M,noah53@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Noah Lopez,Adventure Works,No,Standard,Low,Undergrad,Mr. Noah Lopez,1976
13165,Mr.,Wyatt,Walker,"Tuesday, September 21, 1976",S,M,wyatt24@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Wyatt Walker,Adventure Works,No,Standard,Low,Undergrad,Mr. Wyatt Walker,1976
13166,Mr.,Kyle,Chen,"Saturday, March 13, 1976",M,M,kyle21@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Kyle Chen,Adventure Works,No,Standard,Low,Undergrad,Mr. Kyle Chen,1976
13991,Mr.,Jack,Hayes,"Wednesday, March 8, 1978",M,M,jack23@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Jack Hayes,Adventure Works,No,Standard,Low,Undergrad,Mr. Jack Hayes,1978
14105,Mr.,Jackson,Zhang,"Saturday, December 4, 1976",S,M,jackson25@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Jackson Zhang,Adventure Works,No,Standard,Low,Undergrad,Mr. Jackson Zhang,1976
15273,Mr.,Brandon,Alexander,"Friday, May 14, 1976",S,M,brandon16@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Brandon Alexander,Adventure Works,No,Standard,Low,Undergrad,Mr. Brandon Alexander,1976
15274,Mr.,Alexander,Johnson,"Sunday, July 25, 1976",S,M,alexander3@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Alexander Johnson,Adventure Works,No,Standard,Low,Undergrad,Mr. Alexander Johnson,1976
15275,Mr.,Eric,Collins,"Saturday, October 23, 1976",M,M,eric44@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Eric Collins,Adventure Works,No,Standard,Low,Undergrad,Mr. Eric Collins,1976
15430,Mr.,Alfredo,Jiménez,"Friday, June 9, 1978",M,M,alfredo6@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Alfredo Jiménez,Adventure Works,No,Standard,Low,Undergrad,Mr. Alfredo Jiménez,1978
15431,Mr.,John,Jackson,"Friday, March 17, 1978",M,M,john49@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. John Jackson,Adventure Works,No,Standard,Low,Undergrad,Mr. John Jackson,1978
15835,Mr.,Marcus,Smith,"Tuesday, April 27, 1976",S,M,marcus0@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Marcus Smith,Adventure Works,No,Standard,Low,Undergrad,Mr. Marcus Smith,1976
15836,Mr.,Devin,Jackson,"Thursday, April 15, 1976",S,M,devin10@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Devin Jackson,Adventure Works,No,Standard,Low,Undergrad,Mr. Devin Jackson,1976
16024,Mr.,Isaac,Hill,"Thursday, August 17, 1978",M,M,isaac35@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Isaac Hill,Adventure Works,No,Standard,Low,Undergrad,Mr. Isaac Hill,1978
16923,Mr.,Connor,Gonzales,"Thursday, November 9, 1978",S,M,connor11@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Connor Gonzales,Adventure Works,No,Standard,Low,Undergrad,Mr. Connor Gonzales,1978
17378,Mr.,Zachary,Foster,"Friday, June 9, 1978",M,M,zachary15@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Zachary Foster,Adventure Works,No,Standard,Low,Undergrad,Mr. Zachary Foster,1978
17380,Mr.,Nathan,Adams,"Monday, February 6, 1978",S,M,nathan45@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Nathan Adams,Adventure Works,No,Standard,Low,Undergrad,Mr. Nathan Adams,1978
17488,Mr.,Jason,Adams,"Friday, September 16, 1977",S,M,jason44@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Jason Adams,Adventure Works,No,Standard,Low,Undergrad,Mr. Jason Adams,1977
18341,Mr.,Russell,Goel,"Monday, May 3, 1976",S,M,russell22@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Russell Goel,Adventure Works,No,Standard,Low,Undergrad,Mr. Russell Goel,1976
18343,Mr.,Dalton,Green,"Wednesday, July 28, 1976",S,M,dalton30@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Dalton Green,Adventure Works,No,Standard,Low,Undergrad,Mr. Dalton Green,1976
18364,Mr.,Eduardo,Gray,"Thursday, April 6, 1978",M,M,eduardo74@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Eduardo Gray,Adventure Works,No,Standard,Low,Undergrad,Mr. Eduardo Gray,1978
18365,Mr.,Daniel,Lewis,"Wednesday, September 20, 1978",M,M,daniel12@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Daniel Lewis,Adventure Works,No,Standard,Low,Undergrad,Mr. Daniel Lewis,1978
18770,Mr.,Aaron,Hernandez,"Saturday, June 5, 1976",S,M,aaron50@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Aaron Hernandez,Adventure Works,No,Standard,Low,Undergrad,Mr. Aaron Hernandez,1976
18771,Mr.,Robert,Green,"Saturday, January 3, 1976",S,M,robert55@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Robert Green,Adventure Works,No,Standard,Low,Undergrad,Mr. Robert Green,1976
18797,Mr.,Evan,Murphy,"Friday, March 24, 1978",S,M,evan16@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Evan Murphy,Adventure Works,No,Standard,Low,Undergrad,Mr. Evan Murphy,1978
18888,Mr.,Devin,Powell,"Sunday, December 18, 1977",S,M,devin47@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Devin Powell,Adventure Works,No,Standard,Low,Undergrad,Mr. Devin Powell,1977
19668,Mr.,Erick,Patel,"Thursday, October 12, 1978",M,M,erick2@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Erick Patel,Adventure Works,No,Standard,Low,Undergrad,Mr. Erick Patel,1978
19754,Mr.,Francisco,Rana,"Friday, July 22, 1977",S,M,francisco12@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Francisco Rana,Adventure Works,No,Standard,Low,Undergrad,Mr. Francisco Rana,1977
20288,Mr.,Jeremiah,Edwards,"Friday, January 23, 1976",S,M,jeremiah23@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Jeremiah Edwards,Adventure Works,No,Standard,Low,Undergrad,Mr. Jeremiah Edwards,1976
20290,Mr.,Austin,Simmons,"Thursday, December 23, 1976",S,M,austin11@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Austin Simmons,Adventure Works,No,Standard,Low,Undergrad,Mr. Austin Simmons,1976
20313,Mr.,Oscar,Bennett,"Saturday, November 11, 1978",S,M,oscar10@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Oscar Bennett,Adventure Works,No,Standard,Low,Undergrad,Mr. Oscar Bennett,1978
20315,Mr.,Devin,Ramirez,"Friday, August 25, 1978",S,M,devin74@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Devin Ramirez,Adventure Works,No,Standard,Low,Undergrad,Mr. Devin Ramirez,1978
20410,Mr.,Richard,Jackson,"Sunday, June 12, 1977",M,M,richard52@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Richard Jackson,Adventure Works,No,Standard,Low,Undergrad,Mr. Richard Jackson,1977
20431,Mr.,Corey,Raje,"Tuesday, December 9, 1975",S,M,corey12@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Corey Raje,Adventure Works,No,Standard,Low,Undergrad,Mr. Corey Raje,1975
21280,Mr.,Justin,Walker,"Saturday, December 23, 1978",S,M,justin51@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Justin Walker,Adventure Works,No,Standard,Low,Undergrad,Mr. Justin Walker,1978
22034,Mr.,Seth,Clark,"Saturday, April 3, 1976",M,M,seth18@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Seth Clark,Adventure Works,No,Standard,Low,Undergrad,Mr. Seth Clark,1976
22035,Mr.,Ryan,Wilson,"Tuesday, November 9, 1976",M,M,ryan46@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Ryan Wilson,Adventure Works,No,Standard,Low,Undergrad,Mr. Ryan Wilson,1976
22060,Mr.,Evan,Hill,"Monday, November 6, 1978",M,M,evan38@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Evan Hill,Adventure Works,No,Standard,Low,Undergrad,Mr. Evan Hill,1978
22159,Mr.,David,Davis,"Tuesday, May 17, 1977",S,M,david78@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. David Davis,Adventure Works,No,Standard,Low,Undergrad,Mr. David Davis,1977
22160,Mr.,Alex,Richardson,"Sunday, December 11, 1977",S,M,alex13@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Alex Richardson,Adventure Works,No,Standard,Low,Undergrad,Mr. Alex Richardson,1977
22183,Mr.,Benjamin,Jones,"Sunday, October 26, 1975",M,M,benjamin35@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Benjamin Jones,Adventure Works,No,Standard,Low,Undergrad,Mr. Benjamin Jones,1975
23089,Mr.,Lucas,Walker,"Tuesday, November 22, 1977",M,M,lucas37@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Lucas Walker,Adventure Works,No,Standard,Low,Undergrad,Mr. Lucas Walker,1977
23090,Mr.,Christopher,Lee,"Monday, October 10, 1977",S,M,christopher22@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Christopher Lee,Adventure Works,No,Standard,Low,Undergrad,Mr. Christopher Lee,1977
23304,Mr.,Jordan,Simmons,"Monday, March 19, 1979",S,M,jordan12@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Jordan Simmons,Adventure Works,No,Standard,Low,Undergrad,Mr. Jordan Simmons,1979
23333,Mr.,Steve,Sun,"Saturday, September 13, 1975",M,M,steve16@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Steve Sun,Adventure Works,No,Standard,Low,Undergrad,Mr. Steve Sun,1975
23578,Mr.,Eric,Lal,"Monday, July 12, 1976",M,M,eric37@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Eric Lal,Adventure Works,No,Standard,Low,Undergrad,Mr. Eric Lal,1976
24225,Mr.,Jeffery,Yang,"Saturday, October 6, 1979",S,M,jeffery5@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Jeffery Yang,Adventure Works,No,Standard,Low,Undergrad,Mr. Jeffery Yang,1979
24226,Mr.,Brian,Morris,"Monday, March 26, 1979",S,M,brian30@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Brian Morris,Adventure Works,No,Standard,Low,Undergrad,Mr. Brian Morris,1979
24260,Mr.,Blake,Perry,"Wednesday, March 9, 1977",S,M,blake55@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Blake Perry,Adventure Works,No,Standard,Low,Undergrad,Mr. Blake Perry,1977
24285,Mr.,Jesse,Cox,"Wednesday, November 19, 1975",S,M,jesse10@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Jesse Cox,Adventure Works,No,Standard,Low,Undergrad,Mr. Jesse Cox,1975
24511,Mr.,Logan,Hall,"Sunday, May 2, 1976",S,M,logan49@adventure-works.com,40000,0,Partial College,Skilled Manual,N,Mr. Logan Hall,Adventure Works,No,Standard,Low,Undergrad,Mr. Logan Hall,1976
24513,Mr.,Alejandro,Deng,"Tuesday, May 25, 1976",M,M,alejandro27@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Alejandro Deng,Adventure Works,No,Standard,Low,Undergrad,Mr. Alejandro Deng,1976
24514,Mr.,Jesse,Phillips,"Wednesday, March 17, 1976",M,M,jesse30@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Jesse Phillips,Adventure Works,No,Standard,Low,Undergrad,Mr. Jesse Phillips,1976
24515,Mr.,Ian,Jones,"Wednesday, May 19, 1976",S,M,ian4@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Ian Jones,Adventure Works,No,Standard,Low,Undergrad,Mr. Ian Jones,1976
25277,Mr.,Jermaine,Fernandez,"Thursday, January 15, 1976",S,M,jermaine14@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Jermaine Fernandez,Adventure Works,No,Standard,Low,Undergrad,Mr. Jermaine Fernandez,1976
25930,Mr.,Ethan,Harris,"Sunday, July 10, 1977",S,M,ethan47@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,Mr. Ethan Harris,Adventure Works,No,Standard,Low,Undergrad,Mr. Ethan Harris,1977
